Symbol,CXSMILES,Monomer_Type,R1,R2,R3
Y,Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
dL,CC(C)C[C@@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X863,Oc1ccc(CCN([*])CC([*])=O)cc1 |$;;;;;;;;_R1;;;_R2;;;$|,Backbone,H,OH,-
X738,CC(C)C[C@@H](N[*])C([O-])=O |$;;;;;;_R1;;;$|,Backbone,H,-,-
X1181,CC(C)(C)C[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X993,OS(=O)(=O)C[C@@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1088,CCCS[C@@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1034,COC(=O)[C@H](Cc1cccc(OC(=O)C(C)C)c1)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1170,[*]N[C@@H](COc1ccc(cc1)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X981,[*]N[C@@]1(CCc2ccccc2C1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1115,CC(C)OC(=O)[C@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
Me_Lys(Me)2,CN(C)CCCC[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1049,[*]N[C@@H](CCCCNCc1c[nH]c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X859,OC(=O)CC[C@H](NCCCc1ccc2ccccc2c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1937,[*]N[C@@H]([C@@H](OCc1ccccc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1974,[*]C(=O)[C@@H](CS[*])NCc1ccc(cc1)-c1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;;;;;$|,Backbone,-,OH,H
X1950,C[C@@H]([C@H](N[*])C([*])=O)c1ccc2ccccc2c1 |$;;;;_R1;;_R2;;;;;;;;;;;$|,Backbone,H,OH,-
X2060,Clc1ccc(NC(=O)N[C@H](CS[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R3;;_R2;;;$|,Backbone,-,OH,H
X2033,[*]C(=O)[C@@H](CS[*])NC(=O)NC1CCCCC1 |$_R2;;;;;;_R3;;;;;;;;;;$|,Backbone,-,OH,H
X2067,CC[C@@]1(OC(=O)N(CCN)CC([*])=O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O |$;;;;;;;;;;;;_R2;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X1949,CC(C)NCc1ccc(C[C@H](N(C)[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1825,CN([*])[C@@H](CC(C)(C)OCc1ccccc1)C([*])=O |$;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1766,COC(=O)n1cc(C[C@H](N[*])C([*])=O)c2ccccc12 |$;;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,H,OH,-
X1942,[*]N[C@@]1(C[C@H]1c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1796,[*]N1NCCC[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X1823,C[C@H](Cc1nc2ccccc2s1)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1889,[*]N[C@@H](CCCN=C(NC(=O)OCc1ccccc1)NC(=O)OCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1749,[*]N[C@H](C1c2ccccc2-c2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1801,Cc1[nH]c2ccccc2c1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1735,[*]N[C@H](COCCC1OCCCO1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1678,"CSCOC(=O)C=CC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:7.7,$;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1897,CN1CCC[C@H](N1[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1877,"CN([*])[C@@H]([C@H](O)C(C)=CCCC[N-][N+]#N)C([*])=O |w:8.8,$;;_R1;;;;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X1740,"C[C@H](CC=CC(=O)OCCF)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1668,OCCC[C@@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1734,[*]N[C@H](COCC#N)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1934,CN([*])[C@H](SCCn1ccnc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1860,CC(C)c1ccc2nc(C[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O)[nH]c2c1 |$;;;;;;;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X1797,"CN(C)C[C@@H]1C[C@H](N([*])N=C1)C([*])=O |$;;;;;;;;_R1;;;;_R2;$,c:9|",Backbone,H,OH,-
X19,[*]N(CC([*])=O)Cc1ccccc1 |$_R1;;;;_R2;;;;;;;;$|,Backbone,H,OH,-
Tic,[*]N1Cc2ccccc2C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Phi,[*]N1[C@H]2CCCC[C@H]2C[C@H]1C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X89,Cc1ccccc1NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dGlp,[*]C(=O)[C@H]1CCC(=O)N1 |$_R2;;;;;;;;$|,Backbone,-,OH,-
X120,NC(=N)NCCC[C@H](N[*])C=O |$;;;;;;;;;_R1;;$|,Backbone,H,-,-
Cbz_V,CC(C)[C@H](NC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X42,NC(=N)NCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2388,Cc1cn(C(=O)CNc2ccc(C[C@H](N[*])C([*])=O)cc2)c(=O)[nH]c1=O |$;;;;;;;;;;;;;;;_R1;;_R2;;;;;;;;$|,Backbone,H,OH,-
X2801,CN([*])[C@@H](CCN1CCOCC1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2885,Fc1ccc(C[C@H](NS(=O)(=O)c2cccs2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X2864,[*]C(=O)[C@H](Cc1cnc[nH]1)NC(=O)NC(=O)[C@@H]1CCC(=O)N1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2767,NCCCC[C@H](N[*])C(=O)CN[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2716,CC(C)[C@H](N[*])C(=O)O[C@@H](C)[C@@H](N)C([*])=O |$;;;;;_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2706,OC(=O)C[C@@H](N[*])C(=O)Oc1cc(nn1-c1ccccc1)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2086,OC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2165,COc1ccc(C[C@H](N[C@@H](Cc2ccccc2)C([*])=O)C(=O)CC2(CCN(C)CC2)S[*])cc1 |$;;;;;;;;;;;;;;;;;;_R2;;;;;;;;;;;;;_R3;;$|,Backbone,-,OH,H
X2155,CC(=O)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2129,[*]C(=O)[C@@H]1NCCC1=O |$_R2;;;;;;;;$|,Backbone,-,OH,-
X2173,NCCCC[C@H](N[*])C(=O)c1ncco1 |$;;;;;;;_R1;;;;;;;$|,Backbone,H,-,-
X1194,OC(=O)CC[C@H](NCCCCc1ccc2ccc3cccc4ccc1c2c34)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1073,OCC[C@H](O)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
G_OtBu,CC(C)(C)OC(=O)CN[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
EtCO_dNal,CCOC(=O)N[C@H](Cc1ccc2ccccc2c1)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1284,CC(C)(C)OC(=O)N(CC=C)CC([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1437,"[*]N[C@@H](CCCN=C(NCc1ccccn1)NC#N)C([*])=O |w:6.5,$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X1499,CCOCCN([*])CC([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1332,OP(O)(=O)C(F)(F)c1cccc(C[C@@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X1276,C[C@@H](N([*])CC([*])=O)c1ccccc1 |$;;;_R1;;;_R2;;;;;;;$|,Backbone,H,OH,-
X1454,CCCC(CCC)NCCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1456,CC(C)[C@H](NC(=O)N(N)Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1245,COC(=O)[C@](C)(Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1468,CCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1192,[*]N[C@@H](Cc1cnc([nH]1)C1CC1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1206,[*]N[C@H](CCCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X241,COc1cc(ccc1O)[C@H]1N[C@@H](Cc2c1[nH]c1ccccc21)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X319,[*]N1C[C@H](C[C@H]1C([*])=O)OCc1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X183,CCCCN(C#N)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X189,[*]N[C@H](Cc1ccc(cc1)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X398,NC(=N)N[C@@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X678,[*]N[C@H](C1CCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X512,CC(C)(C)OC(=O)N1[C@H](Cc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X407,COCC[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X203,NCCCCN([*])CC([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X403,Oc1ccc(C[C@H](N[*])C([*])=O)cc1I |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X271,CC(C)[C@H](NC[C@@H](N)CS)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X257,CC(C)NC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X575,"[*]N[C@@H](CC1=NCNC1)C([*])=O |$_R1;;;;;;;;;;_R2;$,t:4|",Backbone,H,OH,-
X626,CCCC[C@H](NCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X628,CC(C)C[C@H](NS(=O)(=O)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1596,[*]N[C@H](C(C1CCCCC1)C1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1612,Cc1ccc(cc1)S(=O)(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X909,CC(C)=CC[C@]12C[C@H](N([*])[C@H]1Nc1ccccc21)C([*])=O |$;;;;;;;;;_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1537,COC(=O)[C@@H](C)N(C)[*] |$;;;;;;;;_R1$|,Backbone,H,-,-
X1706,CCCC[C@@H](C)C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1549,"CC=CCC[C@H](N[*])C([*])=O |w:1.0,$;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1921,CN([*])[C@@H](CC(C)=C)C([*])=O |$;;_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X1634,CN(CCCC[C@H](N[*])C([*])=O)CC#C |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X76,OC(=O)[C@H]1[C@@H]2CC[C@](N[*])([C@H]12)C([*])=O |$;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1924,C[C@H](Cc1nc2ccccc2[nH]1)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X540,FC(F)C[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dCit,NC(=O)NCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2578,[*]N[C@@H](CCCCOc1ccc(C[C@H](NC(=O)OCc2ccccc2)C([*])=O)cc1)C=O |$_R1;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;$|,Backbone,H,OH,-
X2589,CSCC[C@H](NC(=O)Nc1cccc(C)c1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2689,CCSCCN([*])CC([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2630,CCCC[C@H](N[*])C(=O)CN[C@@H](CCCC)C([*])=O |$;;;;;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2646,CC(C)[C@H](N[*])C(=O)C(F)(F)C(O)=O |$;;;;;_R1;;;;;;;;$|,Backbone,H,-,-
X2550,CCC(=C)CCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2568,C[C@@](CCCNC(N)=N)(N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2569,CCOC(=O)[C@H](Cc1cnc[nH]1)N[*] |$;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2291,CC(C)[C@H](NCc1cc(Br)ccc1O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2316,CC(C)(C)OC(=O)[C@@H](Cc1c[nH]c2ccccc12)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2312,N[C@@H](CCCNC(N)=N)C(=O)O[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2314,[*]N[C@@H](C[C@@H]1CCNC1=O)C=O |$_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2358,[*]N1C[C@@H](C[C@H]1C([*])=O)OC(=O)NCc1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2376,OC[C@H](N[*])C(=O)[C@H]1[C@H](CCN1C(=O)N[C@@H](Cc1ccccc1)C([*])=O)Sc1ccccc1 |$;;;;_R1;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;;$|,Backbone,H,OH,-
X2377,"OCC=C1O[C@@H]2CC(=O)N2[C@H]1C([*])=O |w:2.1,$;;;;;;;;;;;;_R2;$|",Backbone,-,OH,-
X2385,NC(=N)NCCC[C@@H](NS(=O)(=O)CCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2363,CC(C)C[C@H](N[*])C(=O)CN1Cc2ccccc2C[C@H]1C([*])=O |$;;;;;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2341,[*]C(=O)CN1CCNCCNCCNCC1 |$_R2;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2429,OC(=O)[C@]1(C[C@@H]1C=C)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X2456,Clc1cccc2CN(Cc12)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2420,CC(C)[C@H](N[*])C(=O)c1cc2ccccc2o1 |$;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2455,CC[C@H](C)[C@H](N[*])C(=O)C(C)=O |$;;;;;;_R1;;;;;$|,Backbone,H,-,-
X2295,CC1(C)CCN([*])[C@@H]1C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2305,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1ccncc1 |$_R1;;;;;;;_R2;;;;;;;;$|,Backbone,H,OH,-
X597,C[C@H](N([*])c1ccc2ccccc2c1)C([*])=O |$;;;_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X551,[*]N(CCC(c1ccccc1)c1ccccc1)CC([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X552,Clc1ccc(CCN([*])CC([*])=O)c(Cl)c1 |$;;;;;;;;_R1;;;_R2;;;;$|,Backbone,H,OH,-
X777,OC(=O)C[C@H](N[*])C(=O)c1cccnc1 |$;;;;;;_R1;;;;;;;;$|,Backbone,H,-,-
X484,CCCCOC(=O)[C@H](C)N[*] |$;;;;;;;;;;_R1$|,Backbone,H,-,-
X920,[*]N[C@@H](CCC(=O)OC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X971,C[C@H](Nc1ccc(c2nonc12)N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X557,Cc1cc(C)c(cc1C)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X610,OC(=O)[C@]1(C[C@H]1C=C)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X905,"[*]N1CC=C[C@H]1C([*])=O |$_R1;;;;;;;_R2;$,c:3|",Backbone,H,OH,-
X907,C[C@H](N([*])CC=C)C([*])=O |$;;;_R1;;;;;_R2;$|,Backbone,H,OH,-
X2879,"FC(F)(F)CNC(=N)NCCC[C@H](N[*])C([*])=O |w:5.4,$;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
Phg(3-Cl),N[C@H](C([*])=O)c1cccc(Cl)c1 |$;;;_R2;;;;;;;;$|,Backbone,-,OH,-
X2900,COC(=O)c1ccc(cc1)S(=O)(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2873,CC(C)C[C@H](NC(=O)OCCCOS(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2876,[*]N[C@@H](CCCCNC(=O)NCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2501,COC(=O)[C@H](Cc1ccc(Oc2cc(C[C@H](NC(=O)OCc3ccccc3)C([*])=O)ccc2O)cc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;;;_R1$|,Backbone,H,OH,-
X2482,[*]N[C@H](C([*])=O)C(=O)c1c[nH]c2ccccc12 |$_R1;;;;_R2;;;;;;;;;;;;$|,Backbone,H,OH,-
X2507,[*]N[C@H](Cc1c[n+](OCc2ccccc2)c[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X501,CNC(=O)Nc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1585,CCOC(=O)[C@H](CCSC)N[*] |$;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1586,[*]N1C[C@@H](C[C@H]1C([*])=O)Oc1cc(nc2ccccc12)-c1ccccc1 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X694,FC(F)(F)CCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1351,OS(=O)(=O)SC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1646,CNC(=N)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X16,[*]NC1(CCCCCCCCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2225,Nc1ccn(C[C@H](N[*])C([*])=O)c(=O)n1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X2222,OC(=O)C[C@H](N[*])C(=O)OCCc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
V,CC(C)[C@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dR,NC(=N)NCCC[C@@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Glp,[*]N1[C@@H](CCC1=O)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
D,[*]N[C@@H](CC([*])=O)C([*])=O |$_R1;;;;;_R3;;;_R2;$|,Backbone,H,OH,OH
X877,[*]N1C[C@H](CCc2ccccc2)C[C@H]1C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X944,COc1ccc(CNCCC[C@H](NCc2ccccc2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X737,C[C@@H]([C@@H](N[*])C([*])=O)c1c[nH]c2ccccc12 |$;;;;_R1;;_R2;;;;;;;;;;$|,Backbone,H,OH,-
X747,C[C@@]1(CO1)C(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
Boc_dY,CC(C)(C)OC(=O)N[C@H](Cc1ccc(O)cc1)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1154,[*]C(=O)[C@@H]1CC(=O)NC(=O)N1Cc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X1102,CCOCCOCCNC(=O)Nc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1105,FC(F)(F)C(=O)CN[*] |$;;;;;;;;_R1$|,Backbone,H,-,-
X1173,[*]N[C@H](Cc1ccc(NC(=S)Cc2ccccc2)cc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1116,OC[C@H](NCCCC(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1043,CCNC(=O)N[C@@H](CCSC)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1111,CC[C@H](NC[C@@H](N)CS)C([*])=O |$;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1113,"[*]N1CC=CC[C@@H]1C([*])=O |$_R1;;;;;;;;_R2;$,c:3|",Backbone,H,OH,-
X791,CCC[C@H](N[*])C(=O)C(F)(F)C(F)(F)F |$;;;;;_R1;;;;;;;;;$|,Backbone,H,-,-
X860,CN[C@@H](CCC(O)=O)C(=S)N[C@@H]([C@@H](C)O)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
dF_OMe,COC(=O)[C@@H](Cc1ccccc1)N[*] |$;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1682,"C[C@H](C=CCC(O)=O)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.3,$;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1765,NCCNC(=O)O[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1696,CC(C)[C@@](O)(N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Me_Cha,CN([*])[C@@H](CC1CCCCC1)C([*])=O |$;;_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X103,[*]N[C@@H](CC=O)C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X1984,N[C@H](Cc1c[nH]c(c1)C(O)=O)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_dC,CN([*])[C@H](CS[*])C([*])=O |$;;_R1;;;;_R3;;_R2;$|,Backbone,H,OH,H
X2019,[*]N[C@H](C([*])=O)c1cccc(c1)C#N |$_R1;;;;_R2;;;;;;;;;$|,Backbone,H,OH,-
X2054,CCNCCC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1989,Fc1c(F)c(F)c([C@H](N[*])C([*])=O)c(F)c1F |$;;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X1968,CC(C)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2025,C[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
