molregno	description	helm_notation	pref_name	chembl_id	structure_type	molecule_type	oral	withdrawn_flag
16774	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.P.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL379910	BOTH	Protein	0	0
16775	NULL	PEPTIDE1{[Glp].P.L.P.[X2239].L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL276022	BOTH	Protein	0	0
16779	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.A}$$$$	NULL	CHEMBL263625	BOTH	Protein	0	0
16780	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.A.M}$$$$	NULL	CHEMBL412247	BOTH	Protein	0	0
16781	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.A.T.M}$$$$	NULL	CHEMBL410690	BOTH	Protein	0	0
16786	NULL	PEPTIDE1{[X2566].L.P.D.C.C.R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL441942	BOTH	Protein	0	0
16797	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.A.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL411048	BOTH	Protein	0	0
16798	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.A.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL411914	BOTH	Protein	0	0
16801	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.P.T.M}$$$$	NULL	CHEMBL439525	BOTH	Protein	0	0
16802	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.P.L.T.M}$$$$	NULL	CHEMBL437906	BOTH	Protein	0	0
16803	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.P.I.L.T.M}$$$$	NULL	CHEMBL409745	BOTH	Protein	0	0
16804	NULL	PEPTIDE1{G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL430345	BOTH	Protein	0	0
16805	NULL	PEPTIDE1{A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL384047	BOTH	Protein	0	0
16806	NULL	PEPTIDE1{L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL439167	BOTH	Protein	0	0
16807	NULL	PEPTIDE1{R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL408086	BOTH	Protein	0	0
16826	NULL	PEPTIDE1{F.M.R.F.[am]}$$$$	NULL	CHEMBL262202	BOTH	Protein	0	0
16845	NULL	PEPTIDE1{P.L.P.D.C.C.R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$PEPTIDE1,PEPTIDE1,11:R3-5:R3|PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$	NULL	CHEMBL440826	BOTH	Protein	0	0
16846	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.A.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL440806	BOTH	Protein	0	0
16856	NULL	PEPTIDE1{G.P.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL382561	BOTH	Protein	0	0
16857	NULL	PEPTIDE1{P.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL425940	BOTH	Protein	0	0
16869	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R.L.[meL].Q.A.S.G.N.H.A.A.G.I.L.T}$$$$	NULL	CHEMBL439311	BOTH	Protein	0	0
16870	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R.L.[meL].Q.A.S.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL410918	BOTH	Protein	0	0
16871	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R.L.[meL].Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL411815	BOTH	Protein	0	0
16872	NULL	PEPTIDE1{G.A.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL411361	BOTH	Protein	0	0
16873	NULL	PEPTIDE1{A.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL429374	BOTH	Protein	0	0
16874	NULL	PEPTIDE1{S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL214619	BOTH	Protein	0	0
16877	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.N.S.G.A.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL408467	BOTH	Protein	0	0
16878	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.N.A.G.A.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL428126	BOTH	Protein	0	0
16882	NULL	PEPTIDE1{[Glp].P.L.P.[X2722].L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL411934	BOTH	Protein	0	0
16884	NULL	PEPTIDE1{P.L.P.D.C.C.R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL409269	BOTH	Protein	0	0
16887	NULL	PEPTIDE1{L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL384249	BOTH	Protein	0	0
16936	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.R.A.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL269724	BOTH	Protein	0	0
16937	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.R.A.A.A.S.G.N.H.L.A.G.I.L.T.M}$$$$	NULL	CHEMBL415650	BOTH	Protein	0	0
16938	NULL	PEPTIDE1{G.L.Q.G.R.A.Q.R.R.A.A.A.S.G.N.H.L.A.G.I.L.T.M}$$$$	NULL	CHEMBL409322	BOTH	Protein	0	0
16946	NULL	PEPTIDE1{G.L.Q.G.R.P.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL437533	BOTH	Protein	0	0
16947	NULL	PEPTIDE1{G.L.Q.G.R.L.P.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL409644	BOTH	Protein	0	0
16948	NULL	PEPTIDE1{G.L.Q.P.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL441585	BOTH	Protein	0	0
16988	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.P.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL439110	BOTH	Protein	0	0
16989	NULL	PEPTIDE1{S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL406777	BOTH	Protein	0	0
16990	NULL	PEPTIDE1{T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL268347	BOTH	Protein	0	0
17005	NULL	PEPTIDE1{H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL429205	BOTH	Protein	0	0
17006	NULL	PEPTIDE1{[ac].G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL428821	BOTH	Protein	0	0
17007	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.P}$$$$	NULL	CHEMBL217721	BOTH	Protein	0	0
17008	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.P.M}$$$$	NULL	CHEMBL265993	BOTH	Protein	0	0
17011	NULL	PEPTIDE1{R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL413009	BOTH	Protein	0	0
17020	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R}$$$$	NULL	CHEMBL412250	BOTH	Protein	0	0
17021	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R.L.L.Q}$$$$	NULL	CHEMBL409188	BOTH	Protein	0	0
17022	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H}$$$$	NULL	CHEMBL430144	BOTH	Protein	0	0
17023	NULL	PEPTIDE1{N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL280472	BOTH	Protein	0	0
17042	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dV].W}$$$$	NULL	CHEMBL411360	BOTH	Protein	0	0
17043	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].A.W}$$$$	NULL	CHEMBL438213	BOTH	Protein	0	0
17044	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.P.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL428626	BOTH	Protein	0	0
17053	NULL	PEPTIDE1{R.P.G.P.P.G.L.Q.G.R.L.Q.R.L.L.Q.A.N.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL438779	BOTH	Protein	0	0
17054	NULL	PEPTIDE1{S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}|PEPTIDE2{S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$PEPTIDE2,PEPTIDE1,2:R3-2:R3$$$	NULL	CHEMBL429376	BOTH	Protein	0	0
17064	NULL	PEPTIDE1{R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL429242	BOTH	Protein	0	0
17065	NULL	PEPTIDE1{Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL266189	BOTH	Protein	0	0
17066	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL440426	BOTH	Protein	0	0
17083	NULL	PEPTIDE1{R.S.G.P.P.G.L.Q.G.R}$$$$	NULL	CHEMBL386724	BOTH	Protein	0	0
17087	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[lalloI].W}$$$$	NULL	CHEMBL412233	BOTH	Protein	0	0
17093	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.P.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL409323	BOTH	Protein	0	0
17094	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.P.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL440613	BOTH	Protein	0	0
17106	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.I.A.G.A.L.T.M}$$$$	NULL	CHEMBL411097	BOTH	Protein	0	0
17120	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.P.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL410749	BOTH	Protein	0	0
17121	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.P.L.L.Q.A.S.G.N.H.A.A.G.I.L.T.M}$$$$	NULL	CHEMBL407866	BOTH	Protein	0	0
17131	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.A.P.G.I.L.T.M}$$$$	NULL	CHEMBL409392	BOTH	Protein	0	0
17132	NULL	PEPTIDE1{G.L.Q.G.R.L.Q.R.L.L.Q.A.S.G.N.H.P.A.G.I.L.T.M}$$$$	NULL	CHEMBL268346	BOTH	Protein	0	0
17137	NULL	PEPTIDE1{P.D.C.C.R.Q.K.T.C.S.C.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL439123	BOTH	Protein	0	0
17146	NULL	PEPTIDE1{[Glp].P.L.P.D.P.G.R.L.Y.E.L.L.H.G.A.G.N.H.A.A.G.I.L.T.L}$$$$	NULL	CHEMBL427980	BOTH	Protein	0	0
17149	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[Chg].W}$$$$	NULL	CHEMBL411290	BOTH	Protein	0	0
17150	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[Phg].W}$$$$	NULL	CHEMBL439489	BOTH	Protein	0	0
17171	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dH].W}$$$$	NULL	CHEMBL383109	BOTH	Protein	0	0
17172	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].W.W}$$$$	NULL	CHEMBL216868	BOTH	Protein	0	0
17180	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dChg].W}$$$$	NULL	CHEMBL383113	BOTH	Protein	0	0
17181	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dI].W}$$$$	NULL	CHEMBL411933	BOTH	Protein	0	0
17222	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[X1384].W}$$$$	NULL	CHEMBL414596	BOTH	Protein	0	0
17223	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dQ].W}$$$$	NULL	CHEMBL264220	BOTH	Protein	0	0
17253	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dA].W}$$$$	NULL	CHEMBL439090	BOTH	Protein	0	0
17254	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dF].W}$$$$	NULL	CHEMBL411371	BOTH	Protein	0	0
17280	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dNva].W}$$$$	NULL	CHEMBL382683	BOTH	Protein	0	0
17281	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dPhg].W}$$$$	NULL	CHEMBL440254	BOTH	Protein	0	0
17349	NULL	PEPTIDE1{C.S.C.S.S.L.M.D.K.E.C.V.Y.F.C.H.L.D.[lalloI].[dL].W}$$$$	NULL	CHEMBL439471	BOTH	Protein	0	0
17968	NULL	PEPTIDE1{P.F.V.L.P.V.N}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	NULL	CHEMBL276765	BOTH	Protein	0	0
17997	NULL	PEPTIDE1{[X1979].Y.[dW].K.[dV].[dC].T.[am]}$PEPTIDE1,PEPTIDE1,6:R3-1:R3$$$	NULL	CHEMBL267870	BOTH	Protein	0	0
18047	NULL	PEPTIDE1{[1-Nal].C.Y.[dW].K.[dV].[dC].T.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$	NULL	CHEMBL414367	BOTH	Protein	0	0
18592	NULL	PEPTIDE1{[ac].Y.[dC].[dD].[dP].[dC]}$PEPTIDE1,PEPTIDE1,6:R3-3:R3$$$	NULL	CHEMBL16475	BOTH	Protein	0	0
18643	NULL	PEPTIDE1{[dP].A.[dA].[X1771]}$PEPTIDE1,PEPTIDE1,4:R2-1:R1$$$	NULL	CHEMBL279636	BOTH	Protein	0	0
18891	NULL	PEPTIDE1{A.G.E.R.I.V.D.I.I.A.T.D.I.Q.[am]}$$$$	NULL	CHEMBL265887	BOTH	Protein	0	0
18892	NULL	PEPTIDE1{Q.E.T.A.Y.F.L.L.K.L.A.G.R.[am]}$$$$	NULL	CHEMBL415120	BOTH	Protein	0	0
19085	NULL	PEPTIDE1{A.G.E.R.[lalloI].V.D.I.I.A.[am]}$$$$	NULL	CHEMBL406261	BOTH	Protein	0	0
19272	NULL	PEPTIDE1{F.P.R}$$$$	NULL	CHEMBL275366	BOTH	Protein	0	0
19286	NULL	PEPTIDE1{G.Y.I.E.A.E.V.I.[am]}$$$$	NULL	CHEMBL17485	BOTH	Protein	0	0
19287	NULL	PEPTIDE1{S.T.T.V.K.A.A.S.W.W.A.[am]}$$$$	NULL	CHEMBL409411	BOTH	Protein	0	0
19333	NULL	PEPTIDE1{D.D.D.D}$$$$	NULL	CHEMBL17411	BOTH	Protein	0	0
19723	NULL	PEPTIDE1{[Boc_D].D.D}$$$$	NULL	CHEMBL17577	BOTH	Protein	0	0
19763	NULL	PEPTIDE1{Y.[Nva].[dP].G.F.[dP]}$$$$	NULL	CHEMBL275646	BOTH	Protein	0	0
19764	NULL	PEPTIDE1{Y.V.[dP].G.F.[dP]}$$$$	NULL	CHEMBL279846	BOTH	Protein	0	0
19872	NULL	PEPTIDE1{[Boc_D].D.D.D}$$$$	NULL	CHEMBL17746	BOTH	Protein	0	0
19902	NULL	PEPTIDE1{D.A.D.D}$$$$	NULL	CHEMBL17373	BOTH	Protein	0	0
19903	NULL	PEPTIDE1{D.D.D}$$$$	NULL	CHEMBL276531	BOTH	Protein	0	0
19980	NULL	PEPTIDE1{G.D.F.E.E.I.P.E.E.Y.L.Q}$$$$	NULL	CHEMBL411059	BOTH	Protein	0	0
19981	NULL	PEPTIDE1{G.D.F.E.P.I.P.E.D.A.Y.D.E}$$$$	NULL	CHEMBL266165	BOTH	Protein	0	0
20060	NULL	PEPTIDE1{D.A.D}$$$$	NULL	CHEMBL17855	BOTH	Protein	0	0
20073	NULL	PEPTIDE1{Y.V.[dP].G.F.[dP].[am]}$$$$	NULL	CHEMBL17936	BOTH	Protein	0	0
20075	NULL	PEPTIDE1{Y.V.[dP].G.F.[Sar]}$$$$	NULL	CHEMBL277958	BOTH	Protein	0	0
20105	NULL	PEPTIDE1{[Boc_D].A.D.D}$$$$	NULL	CHEMBL17696	BOTH	Protein	0	0
20161	NULL	PEPTIDE1{Y.V.[dP].[Sar].F.[dP]}$$$$	NULL	CHEMBL557131	BOTH	Protein	0	0
20162	NULL	PEPTIDE1{Y.L.[dP].G.F.[dP]}$$$$	NULL	CHEMBL278055	BOTH	Protein	0	0
20255	NULL	PEPTIDE1{[ac].C.E.[dH].[dF].[dR].W.C.K.[dP].[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$	NULL	CHEMBL265152	BOTH	Protein	0	0
20256	NULL	PEPTIDE1{[ac].M.E.H.F.R.W.G.[am]}$$$$	NULL	CHEMBL410411	BOTH	Protein	0	0
20257	NULL	PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$	NULL	CHEMBL415666	BOTH	Protein	0	0
20281	NULL	PEPTIDE1{[meA].D.S.D.G.K}$$$$	NULL	CHEMBL17948	BOTH	Protein	0	0
20282	NULL	PEPTIDE1{A.D.S.D.G.K.[am]}$$$$	NULL	CHEMBL273314	BOTH	Protein	0	0
20287	NULL	PEPTIDE1{[X2].[Nle].G.W.[Nle].D.F.[am]}$$$$	NULL	CHEMBL384035	BOTH	Protein	0	0
20381	NULL	PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$	NULL	CHEMBL262290	BOTH	Protein	0	0
20382	NULL	PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[dP].V.[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$	NULL	CHEMBL385007	BOTH	Protein	0	0
20383	NULL	PEPTIDE1{S.Y.S.C.E.[dH].F.[dR].[X507].C.K.[dP].V}$PEPTIDE1,PEPTIDE1,10:R3-4:R3$$$	NULL	CHEMBL385232	BOTH	Protein	0	0
20789	NULL	PEPTIDE1{A.D.S.D.G.K}$$$$	NULL	CHEMBL18338	BOTH	Protein	0	0
20953	NULL	PEPTIDE1{[X95].[X96].[Nle].K.W.[Nle].D.F.[am]}$$$$	NULL	CHEMBL440259	BOTH	Protein	0	0
20954	NULL	PEPTIDE1{[Boc_E].[X96].[Nle].K.W.[Nle].D.F.[am]}$$$$	NULL	CHEMBL386304	BOTH	Protein	0	0
21035	NULL	PEPTIDE1{[X95].[X96].[Nle].[Nle].W.[Nle].D.F.[am]}$$$$	NULL	CHEMBL216831	BOTH	Protein	0	0
21069	NULL	PEPTIDE1{[ac].C.E.[dH].F.[dR].W.C.K.[dP].[am]}$PEPTIDE1,PEPTIDE1,8:R3-2:R3$$$	NULL	CHEMBL386617	BOTH	Protein	0	0
21198	NULL	PEPTIDE1{[dA].D.S.D.G.K}$$$$	NULL	CHEMBL278007	BOTH	Protein	0	0
21354	NULL	PEPTIDE1{A.G.S.D.G.K}$$$$	NULL	CHEMBL280257	BOTH	Protein	0	0
21355	NULL	PEPTIDE1{A.E.S.D.G.K}$$$$	NULL	CHEMBL18566	BOTH	Protein	0	0
21489	NULL	PEPTIDE1{[X684].Q.Y.A}$$$$	NULL	CHEMBL18664	BOTH	Protein	0	0
21490	NULL	PEPTIDE1{[X684].L.Y.A}$$$$	NULL	CHEMBL279315	BOTH	Protein	0	0
21502	NULL	PEPTIDE1{P.R.G.D.G.[dP]}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$	NULL	CHEMBL18562	BOTH	Protein	0	0
21646	NULL	PEPTIDE1{[X684].R.Y.A}$$$$	NULL	CHEMBL276923	BOTH	Protein	0	0
21712	NULL	PEPTIDE1{[X684].N.Y.A}$$$$	NULL	CHEMBL18476	BOTH	Protein	0	0
21996	NULL	PEPTIDE1{[Aib].[X155].[X155].[am]}$$$$	NULL	CHEMBL18872	BOTH	Protein	0	0
22114	NULL	PEPTIDE1{H.L.W.H.H.W.A.H.H.W.L.H.L.W.H.A.W}$$$$	NULL	CHEMBL213974	BOTH	Protein	0	0
22149	NULL	PEPTIDE1{[X684].P.Y.A}$$$$	NULL	CHEMBL276525	BOTH	Protein	0	0
22179	NULL	PEPTIDE1{K.A.W.K.K.A.K.K.K.W.K.K.L.A.K.K.W}$$$$	NULL	CHEMBL386601	BOTH	Protein	0	0
22180	NULL	PEPTIDE1{K.W.K.K.L.A.K.K.W}$$$$	NULL	CHEMBL262439	BOTH	Protein	0	0
22282	NULL	PEPTIDE1{[X684].W.Y.A}$$$$	NULL	CHEMBL19239	BOTH	Protein	0	0
22283	NULL	PEPTIDE1{[X684].S.Y.A}$$$$	NULL	CHEMBL278463	BOTH	Protein	0	0
22411	NULL	PEPTIDE1{[X684].H.Y.A}$$$$	NULL	CHEMBL19263	BOTH	Protein	0	0
22449	NULL	PEPTIDE1{[X684].E.Y.A}$$$$	NULL	CHEMBL277215	BOTH	Protein	0	0
22450	NULL	PEPTIDE1{[X684].A.Y.A}$$$$	NULL	CHEMBL18807	BOTH	Protein	0	0
22494	NULL	PEPTIDE1{[X684].D.Y.A}$$$$	NULL	CHEMBL18751	BOTH	Protein	0	0
22495	NULL	PEPTIDE1{[X684].F.Y.A}$$$$	NULL	CHEMBL277779	BOTH	Protein	0	0
22496	NULL	PEPTIDE1{[X684].M.Y.A}$$$$	NULL	CHEMBL274033	BOTH	Protein	0	0
22509	NULL	PEPTIDE1{[X684].G.Y.A}$$$$	NULL	CHEMBL18849	BOTH	Protein	0	0
22534	NULL	PEPTIDE1{[X684].Y.Y.A}$$$$	NULL	CHEMBL274032	BOTH	Protein	0	0
22590	NULL	PEPTIDE1{[X684].[lalloT].Y.A}$$$$	NULL	CHEMBL416176	BOTH	Protein	0	0
22591	NULL	PEPTIDE1{[X684].[lalloI].Y.A}$$$$	NULL	CHEMBL281346	BOTH	Protein	0	0
22594	NULL	PEPTIDE1{[X684].K.Y.A}$$$$	NULL	CHEMBL417093	BOTH	Protein	0	0
22620	NULL	PEPTIDE1{K.L.A.K.K.L.A.K.L.A.K.L.A.K.A.L}$$$$	NULL	CHEMBL408095	BOTH	Protein	0	0
22621	NULL	PEPTIDE1{K.L.F.K.K.F.A.K.K.F.L.K.L.F.K.A.W}$$$$	NULL	CHEMBL425446	BOTH	Protein	0	0
22628	NULL	PEPTIDE1{[X2159].[dF].C.F.W.[Lys(Boc)].[dalloT].[dC].T}$PEPTIDE1,PEPTIDE1,8:R3-3:R3$$$	NULL	CHEMBL407643	BOTH	Protein	0	0
22629	NULL	PEPTIDE1{[X2159].[dF].C.Y.W.[Lys(Boc)].[dalloT].[dC].T}$PEPTIDE1,PEPTIDE1,8:R3-3:R3$$$	NULL	CHEMBL410194	BOTH	Protein	0	0
22656	NULL	PEPTIDE1{[X806].V.V.N.D.L}$$$$	NULL	CHEMBL19662	BOTH	Protein	0	0
22705	NULL	PEPTIDE1{Y.V.V.N.D.[X274]}$$$$	NULL	CHEMBL278296	BOTH	Protein	0	0
22825	NULL	PEPTIDE1{[X1570].V.V.N.D.L}$$$$	NULL	CHEMBL19207	BOTH	Protein	0	0
22866	NULL	PEPTIDE1{K.K.L.L.K.L.L.K.K.L}$$$$	NULL	CHEMBL262640	BOTH	Protein	0	0
22867	NULL	PEPTIDE1{W.K.K.W.L.W.A.K.W}$$$$	NULL	CHEMBL264570	BOTH	Protein	0	0
22868	NULL	PEPTIDE1{K.K.W.W.K.W.W.K.K.W}$$$$	NULL	CHEMBL409133	BOTH	Protein	0	0
22869	NULL	PEPTIDE1{K.K.W.L.K.L.W.K.A.W}$$$$	NULL	CHEMBL217868	BOTH	Protein	0	0
23004	NULL	PEPTIDE1{[X619].V.V.N.D.L}$$$$	NULL	CHEMBL278822	BOTH	Protein	0	0
23042	NULL	PEPTIDE1{Y.V.V.N.D.[Nva]}$$$$	NULL	CHEMBL280714	BOTH	Protein	0	0
23063	NULL	PEPTIDE1{[X1108].V.V.N.D.L}$$$$	NULL	CHEMBL278300	BOTH	Protein	0	0
23109	MEGANINE 2	PEPTIDE1{G.M.A.S.K.A.G.A.I.A.G.K}$$$$	MEGANINE 2	CHEMBL263426	BOTH	Protein	0	0
23110	NULL	PEPTIDE1{K.L.W.K.K.W.A.K.K.W.L.K.L.W.K.A.W}$$$$	NULL	CHEMBL266640	BOTH	Protein	0	0
23111	NULL	PEPTIDE1{K.L.A.K.K.L.A.K.K.L.A.K.L.A.K.A.L}$$$$	NULL	CHEMBL437291	BOTH	Protein	0	0
23175	NULL	PEPTIDE1{K.E.D.A.A.D.K.F.E.R.Q.H.M.D.S}$$$$	NULL	CHEMBL387244	BOTH	Protein	0	0
23325	NULL	PEPTIDE1{Y.G.G.F.[dD]}|PEPTIDE2{[dR].R}|PEPTIDE3{[dDab].R.P.K.L.K}$PEPTIDE3,PEPTIDE2,1:R3-2:R2|PEPTIDE1,PEPTIDE2,5:R2-1:R1|PEPTIDE1,PEPTIDE3,5:R3-1:R1$$$	NULL	CHEMBL386618	BOTH	Protein	0	0
